"","enzyme_gene","class"
"3711","NU6M","NADH:ubiquinone reductase (H(+)-translocating)"
"3712","ATPB","H(+)-transporting two-sector ATPase"
"3713","VATA","H(+)-transporting two-sector ATPase"
"3714","ECHD1","(S)-methylmalonyl-CoA decarboxylase (sodium-transporting)"
"3715","AT10A","P-type phospholipid transporter"
"3716","AT10B","P-type phospholipid transporter"
"3717","AT10D","P-type phospholipid transporter"
"3718","AT11A","P-type phospholipid transporter"
"3719","AT11B","P-type phospholipid transporter"
"3720","AT11C","P-type phospholipid transporter"
"3721","AT8A1","P-type phospholipid transporter"
"3722","AT8A2","P-type phospholipid transporter"
"3723","AT8B1","P-type phospholipid transporter"
"3724","AT8B2","P-type phospholipid transporter"
"3725","AT8B3","P-type phospholipid transporter"
"3726","AT8B4","P-type phospholipid transporter"
"3727","ATP9A","P-type phospholipid transporter"
"3728","ATP9B","P-type phospholipid transporter"
"3729","MDR1","ABC-type xenobiotic transporter"
"3730","MDR3","ABC-type xenobiotic transporter"
